Ref,Step no,Step,Substep — still to do,Actor,Mode,Precondition,Substep — done,Column,Kind,Outcome,Audience,Surface,Text,Built
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Translator,operator portal,“We couldn’t reach storage. Please try again in a moment.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Translator,operator portal,“That download didn’t finish — try it again.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Translator,operator portal,“We couldn’t build the archive. Download the files individually.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,"“The translator hasn’t collected anything, 48h after hand-off.”",no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 1 of 2 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 1 of 3 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 1 of 4 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 1 of 5 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 2 of 3 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 2 of 4 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 2 of 5 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 3 of 4 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 3 of 5 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it fails,message,fails,Admin,operator portal,“The translator has 4 of 5 files.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 1 of 1,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 1 of 2,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 1 of 3,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 1 of 4,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 1 of 5,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 2 of 2,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 2 of 3,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 2 of 4,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 2 of 5,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 3 of 3,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 3 of 4,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 3 of 5,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 4 of 4,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 4 of 5,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected — 5 of 5,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Written to the trail when it works,trail row,works,,,original collected in one pack,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it works,message,works,Translator,operator portal,the file downloads,yes
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it works,message,works,Translator,operator portal,“Your file downloaded — you have the complete set.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it works,message,works,Translator,operator portal,“All 2 files downloaded — you have the complete set.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it works,message,works,Translator,operator portal,“All 3 files downloaded — you have the complete set.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it works,message,works,Translator,operator portal,“All 4 files downloaded — you have the complete set.”,no
5d,5,Translate,Download Originals,Translator,manual,"manual — collects the pack, off-platform",Originals Downloaded,Shown to someone when it works,message,works,Translator,operator portal,“All 5 files downloaded — you have the complete set.”,no
